pokemon,move,TM
CROAGUNK,HIDDEN_POWER,HIDDEN_POWER
CROAGUNK,ICE_PUNCH,ICE_PUNCH
CROAGUNK,POISON_JAB,POISON_JAB
CROAGUNK,RAIN_DANCE,RAIN_DANCE
CROAGUNK,RETURN,RETURN
CROAGUNK,ROCK_SLIDE,ROCK_SLIDE
CROAGUNK,SHADOW_BALL,SHADOW_BALL
CROAGUNK,SLEEP_TALK,SLEEP_TALK
CROAGUNK,STRENGTH,STRENGTH
CROAGUNK,SUBSTITUTE,SUBSTITUTE
CROAGUNK,SUNNY_DAY,SUNNY_DAY
CROAGUNK,TOXIC,TOXIC
CRUSTLE,CUT,CUT
CRUSTLE,DIG,DIG
CRUSTLE,EARTHQUAKE,EARTHQUAKE
CRUSTLE,GIGA_IMPACT,GIGA_IMPACT
CRUSTLE,HIDDEN_POWER,HIDDEN_POWER
CRUSTLE,HYPER_BEAM,HYPER_BEAM
CRUSTLE,POISON_JAB,POISON_JAB
CRUSTLE,RETURN,RETURN
CRUSTLE,ROCK_SLIDE,ROCK_SLIDE
CRUSTLE,SANDSTORM,SANDSTORM
CRUSTLE,SLEEP_TALK,SLEEP_TALK
CRUSTLE,STRENGTH,STRENGTH
CRUSTLE,SUBSTITUTE,SUBSTITUTE
CRUSTLE,TOXIC,TOXIC
CRYPTIID,BODY_SLAM,BODY_SLAM
CRYPTIID,DIG,DIG
CRYPTIID,GIGA_IMPACT,GIGA_IMPACT
CRYPTIID,ROCK_SLIDE,ROCK_SLIDE
CRYPTIID,SANDSTORM,SANDSTORM
CRYPTIID,DOUBLE_EDGE,DOUBLE_EDGE
CRYPTIID,EARTHQUAKE,EARTHQUAKE
CRYPTIID,HEADBUTT,HEADBUTT
CRYPTIID,HIDDEN_POWER,HIDDEN_POWER
CRYPTIID,IRON_HEAD,IRON_HEAD
CRYPTIID,OMINOUS_WIND,OMINOUS_WIND
CRYPTIID,RETURN,RETURN
CRYPTIID,SHADOW_BALL,SHADOW_BALL
CRYPTIID,SUBMISSION,SUBMISSION
CRYPTIID,SUBSTITUTE,SUBSTITUTE
CRYPTIID,SWIFT,SWIFT
DAISY,CALM_MIND,CALM_MIND
DAISY,DARK_PULSE,DARK_PULSE
DAISY,PSYBEAM,PSYBEAM
DAISY,PSYCHIC_M,PSYCHIC_M
DAISY,SIGNAL_BEAM,SIGNAL_BEAM
DAISY,ZEN_HEADBUTT,ZEN_HEADBUTT
DEERLING,DOUBLE_EDGE,DOUBLE_EDGE
DEERLING,ENERGY_BALL,ENERGY_BALL
DEERLING,FLASH,FLASH
DEERLING,HIDDEN_POWER,HIDDEN_POWER
DEERLING,RAIN_DANCE,RAIN_DANCE
DEERLING,RETURN,RETURN
DEERLING,SHADOW_BALL,SHADOW_BALL
DEERLING,SLEEP_TALK,SLEEP_TALK
DEERLING,SOLARBEAM,SOLARBEAM
DEERLING,SUBSTITUTE,SUBSTITUTE
DEERLING,SUNNY_DAY,SUNNY_DAY
DEERLING,TOXIC,TOXIC
DEERLING,ZEN_HEADBUTT,ZEN_HEADBUTT
DELCATTY,BLIZZARD,BLIZZARD
DELCATTY,CALM_MIND,CALM_MIND
DELCATTY,DIG,DIG
DELCATTY,FLASH,FLASH
DELCATTY,GIGA_IMPACT,GIGA_IMPACT
DELCATTY,HIDDEN_POWER,HIDDEN_POWER
DELCATTY,HYPER_BEAM,HYPER_BEAM
DELCATTY,ICE_BEAM,ICE_BEAM
DELCATTY,RAIN_DANCE,RAIN_DANCE
DELCATTY,RETURN,RETURN
DELCATTY,SHADOW_BALL,SHADOW_BALL
DELCATTY,SHOCK_WAVE,SHOCK_WAVE
DELCATTY,SLEEP_TALK,SLEEP_TALK
DELCATTY,STRENGTH,STRENGTH
DELCATTY,SUBSTITUTE,SUBSTITUTE
DELCATTY,SUNNY_DAY,SUNNY_DAY
DELCATTY,THUNDER,THUNDER
DELCATTY,THUNDERBOLT,THUNDERBOLT
DELCATTY,TOXIC,TOXIC
DELCATTY,WATER_PULSE,WATER_PULSE
DEWPIDER,BITE,BITE
DEWPIDER,BLIZZARD,BLIZZARD
DEWPIDER,GIGA_DRAIN,GIGA_DRAIN
DEWPIDER,HEADBUTT,HEADBUTT
DEWPIDER,HIDDEN_POWER,HIDDEN_POWER
DEWPIDER,ICE_BEAM,ICE_BEAM
DEWPIDER,POISON_JAB,POISON_JAB
DEWPIDER,RAIN_DANCE,RAIN_DANCE
DEWPIDER,RETURN,RETURN
DEWPIDER,SLEEP_TALK,SLEEP_TALK
DEWPIDER,SUBSTITUTE,SUBSTITUTE
DEWPIDER,SURF,SURF
DEWPIDER,TOXIC,TOXIC
DEWPIDER,WATERFALL,WATERFALL
DOOMSTONE,BODY_SLAM,BODY_SLAM
DOOMSTONE,DIG,DIG
DOOMSTONE,GIGA_IMPACT,GIGA_IMPACT
DOOMSTONE,ROCK_SLIDE,ROCK_SLIDE
DOOMSTONE,SANDSTORM,SANDSTORM
DOOMSTONE,DOUBLE_EDGE,DOUBLE_EDGE
DOOMSTONE,EARTHQUAKE,EARTHQUAKE
DOOMSTONE,HEADBUTT,HEADBUTT
DOOMSTONE,HIDDEN_POWER,HIDDEN_POWER
DOOMSTONE,IRON_HEAD,IRON_HEAD
DOOMSTONE,OMINOUS_WIND,OMINOUS_WIND
DOOMSTONE,RETURN,RETURN
DOOMSTONE,SHADOW_BALL,SHADOW_BALL
DOOMSTONE,SUBMISSION,SUBMISSION
DOOMSTONE,SUBSTITUTE,SUBSTITUTE
DOOMSTONE,SWIFT,SWIFT
DOTTLER,CALM_MIND,CALM_MIND
DOTTLER,ENERGY_BALL,ENERGY_BALL
DOTTLER,PSYCHIC_M,PSYCHIC_M
DOTTLER,SHADOW_BALL,SHADOW_BALL
DOTTLER,SLEEP_TALK,SLEEP_TALK
DOTTLER,SUBSTITUTE,SUBSTITUTE
DOTTLER,ZEN_HEADBUTT,ZEN_HEADBUTT
DOTTLER,PSYBEAM,PSYBEAM
DRAGALGE,GIGA_IMPACT,GIGA_IMPACT
DRAGALGE,HAIL,HAIL
DRAGALGE,HIDDEN_POWER,HIDDEN_POWER
DRAGALGE,HYDRO_PUMP,HYDRO_PUMP
DRAGALGE,HYPER_BEAM,HYPER_BEAM
DRAGALGE,PLAY_ROUGH,PLAY_ROUGH
DRAGALGE,RAIN_DANCE,RAIN_DANCE
DRAGALGE,RETURN,RETURN
DRAGALGE,SHADOW_BALL,SHADOW_BALL
DRAGALGE,SLEEP_TALK,SLEEP_TALK
DRAGALGE,SUBSTITUTE,SUBSTITUTE
DRAGALGE,SURF,SURF
DRAGALGE,THUNDER,THUNDER
DRAGALGE,THUNDERBOLT,THUNDERBOLT
DRAGALGE,TOXIC,TOXIC
DRAGALGE,WATER_PULSE,WATER_PULSE
DRAGALGE,WATERFALL,WATERFALL
DRAGAPULT,BITE,BITE
DRAGAPULT,BODY_SLAM,BODY_SLAM
DRAGAPULT,DOUBLE_EDGE,DOUBLE_EDGE
DRAGAPULT,FIRE_BLAST,FIRE_BLAST
DRAGAPULT,FLAMETHROWER,FLAMETHROWER
DRAGAPULT,FLY,FLY
DRAGAPULT,GIGA_IMPACT,GIGA_IMPACT
DRAGAPULT,HYDRO_PUMP,HYDRO_PUMP
DRAGAPULT,HYPER_BEAM,HYPER_BEAM
DRAGAPULT,OMINOUS_WIND,OMINOUS_WIND
DRAGAPULT,SHADOW_BALL,SHADOW_BALL
DRAGAPULT,SLEEP_TALK,SLEEP_TALK
DRAGAPULT,SUBSTITUTE,SUBSTITUTE
DRAGAPULT,SURF,SURF
DRAGAPULT,SWIFT,SWIFT
DRAGAPULT,THUNDER,THUNDER
DRAGAPULT,THUNDERBOLT,THUNDERBOLT
DRAGAPULT,THUNDERPUNCH,THUNDERPUNCH
DRAGAPULT,ZEN_HEADBUTT,ZEN_HEADBUTT
DRAKLOAK,BITE,BITE
DRAKLOAK,DOUBLE_EDGE,DOUBLE_EDGE
DRAKLOAK,FIRE_BLAST,FIRE_BLAST
DRAKLOAK,FLAMETHROWER,FLAMETHROWER
DRAKLOAK,HYDRO_PUMP,HYDRO_PUMP
DRAKLOAK,OMINOUS_WIND,OMINOUS_WIND
DRAKLOAK,SHADOW_BALL,SHADOW_BALL
DRAKLOAK,SLEEP_TALK,SLEEP_TALK
DRAKLOAK,SUBSTITUTE,SUBSTITUTE
DRAKLOAK,SURF,SURF
DRAKLOAK,SWIFT,SWIFT
DRAKLOAK,THUNDER,THUNDER
DRAKLOAK,THUNDERBOLT,THUNDERBOLT
DRAKLOAK,THUNDERPUNCH,THUNDERPUNCH
DRAKLOAK,ZEN_HEADBUTT,ZEN_HEADBUTT
DRAMPA,BLIZZARD,BLIZZARD
DRAMPA,CALM_MIND,CALM_MIND
DRAMPA,EARTHQUAKE,EARTHQUAKE
DRAMPA,ENERGY_BALL,ENERGY_BALL
DRAMPA,FIRE_BLAST,FIRE_BLAST
DRAMPA,FLAMETHROWER,FLAMETHROWER
DRAMPA,FLY,FLY
DRAMPA,GIGA_IMPACT,GIGA_IMPACT
DRAMPA,HIDDEN_POWER,HIDDEN_POWER
DRAMPA,HYDRO_PUMP,HYDRO_PUMP
DRAMPA,HYPER_BEAM,HYPER_BEAM
DRAMPA,HYPER_VOICE,HYPER_VOICE
DRAMPA,ICE_BEAM,ICE_BEAM
DRAMPA,PLAY_ROUGH,PLAY_ROUGH
DRAMPA,RAIN_DANCE,RAIN_DANCE
DRAMPA,RETURN,RETURN
DRAMPA,ROCK_SLIDE,ROCK_SLIDE
DRAMPA,SHADOW_BALL,SHADOW_BALL
DRAMPA,SLEEP_TALK,SLEEP_TALK
DRAMPA,SUBSTITUTE,SUBSTITUTE
DRAMPA,SUNNY_DAY,SUNNY_DAY
DRAMPA,SURF,SURF
DRAMPA,SWIFT,SWIFT
DRAMPA,THUNDER,THUNDER
DRAMPA,THUNDERBOLT,THUNDERBOLT
DRAMPA,TOXIC,TOXIC
DREEPY,BITE,BITE
DREEPY,SLEEP_TALK,SLEEP_TALK
DREEPY,SUBSTITUTE,SUBSTITUTE
DREEPY,SWIFT,SWIFT
DRILBUR,CUT,CUT
DRILBUR,DIG,DIG
DRILBUR,EARTHQUAKE,EARTHQUAKE
DRILBUR,HIDDEN_POWER,HIDDEN_POWER
DRILBUR,POISON_JAB,POISON_JAB
DRILBUR,RETURN,RETURN
DRILBUR,ROCK_SLIDE,ROCK_SLIDE
DRILBUR,SANDSTORM,SANDSTORM
DRILBUR,SLEEP_TALK,SLEEP_TALK
DRILBUR,STRENGTH,STRENGTH
DRILBUR,SUBSTITUTE,SUBSTITUTE
DRILBUR,TOXIC,TOXIC
DUBWOOL,BODY_SLAM,BODY_SLAM
DUBWOOL,DOUBLE_EDGE,DOUBLE_EDGE
DUBWOOL,GIGA_IMPACT,GIGA_IMPACT
DUBWOOL,HEADBUTT,HEADBUTT
DUBWOOL,HYPER_BEAM,HYPER_BEAM
DUBWOOL,SLEEP_TALK,SLEEP_TALK
DUBWOOL,SUBSTITUTE,SUBSTITUTE
DUBWOOL,ZEN_HEADBUTT,ZEN_HEADBUTT
DUOSION,CALM_MIND,CALM_MIND
DUOSION,ENERGY_BALL,ENERGY_BALL
DUOSION,FLASH,FLASH
DUOSION,HIDDEN_POWER,HIDDEN_POWER
DUOSION,PSYBEAM,PSYBEAM
DUOSION,PSYCHIC_M,PSYCHIC_M
DUOSION,RAIN_DANCE,RAIN_DANCE
DUOSION,RETURN,RETURN
DUOSION,ROCK_SLIDE,ROCK_SLIDE
DUOSION,SHADOW_BALL,SHADOW_BALL
DUOSION,SLEEP_TALK,SLEEP_TALK
DUOSION,SUBSTITUTE,SUBSTITUTE
DUOSION,THUNDER,THUNDER
DUOSION,TOXIC,TOXIC
DUOSION,ZEN_HEADBUTT,ZEN_HEADBUTT
DURANT,BITE,BITE
DURANT,CUT,CUT
DURANT,DIG,DIG
DURANT,ENERGY_BALL,ENERGY_BALL
DURANT,GIGA_IMPACT,GIGA_IMPACT
DURANT,HIDDEN_POWER,HIDDEN_POWER
DURANT,IRON_HEAD,IRON_HEAD
DURANT,RETURN,RETURN
DURANT,ROCK_SLIDE,ROCK_SLIDE
DURANT,SANDSTORM,SANDSTORM
DURANT,SLEEP_TALK,SLEEP_TALK
DURANT,STRENGTH,STRENGTH
DURANT,SUBSTITUTE,SUBSTITUTE
DURANT,TOXIC,TOXIC
DWEBBLE,CUT,CUT
DWEBBLE,DIG,DIG
DWEBBLE,EARTHQUAKE,EARTHQUAKE
DWEBBLE,HIDDEN_POWER,HIDDEN_POWER
DWEBBLE,POISON_JAB,POISON_JAB
DWEBBLE,RETURN,RETURN
DWEBBLE,ROCK_SLIDE,ROCK_SLIDE
DWEBBLE,SANDSTORM,SANDSTORM
DWEBBLE,SLEEP_TALK,SLEEP_TALK
DWEBBLE,STRENGTH,STRENGTH
DWEBBLE,SUBSTITUTE,SUBSTITUTE
DWEBBLE,TOXIC,TOXIC
EEVEE,BITE,BITE
EEVEE,BODY_SLAM,BODY_SLAM
EEVEE,DIG,DIG
EEVEE,DOUBLE_EDGE,DOUBLE_EDGE
EEVEE,HEADBUTT,HEADBUTT
EEVEE,HIDDEN_POWER,HIDDEN_POWER
EEVEE,HYPER_VOICE,HYPER_VOICE
EEVEE,RAIN_DANCE,RAIN_DANCE
EEVEE,RETURN,RETURN
EEVEE,SHADOW_BALL,SHADOW_BALL
EEVEE,SLEEP_TALK,SLEEP_TALK
EEVEE,SUBSTITUTE,SUBSTITUTE
EEVEE,SUNNY_DAY,SUNNY_DAY
EEVEE,SWIFT,SWIFT
EEVEE,TOXIC,TOXIC
EMOLGA,CUT,CUT
EMOLGA,ENERGY_BALL,ENERGY_BALL
EMOLGA,FLASH,FLASH
EMOLGA,HIDDEN_POWER,HIDDEN_POWER
EMOLGA,RAIN_DANCE,RAIN_DANCE
EMOLGA,RETURN,RETURN
EMOLGA,SHOCK_WAVE,SHOCK_WAVE
EMOLGA,SLEEP_TALK,SLEEP_TALK
EMOLGA,SUBSTITUTE,SUBSTITUTE
EMOLGA,SWIFT,SWIFT
EMOLGA,THUNDER,THUNDER
EMOLGA,THUNDERBOLT,THUNDERBOLT
EMOLGA,TOXIC,TOXIC
ESPEON,BITE,BITE
ESPEON,BODY_SLAM,BODY_SLAM
ESPEON,CALM_MIND,CALM_MIND
ESPEON,CUT,CUT
ESPEON,DIG,DIG
ESPEON,DOUBLE_EDGE,DOUBLE_EDGE
ESPEON,FLASH,FLASH
ESPEON,GIGA_IMPACT,GIGA_IMPACT
ESPEON,HEADBUTT,HEADBUTT
ESPEON,HIDDEN_POWER,HIDDEN_POWER
ESPEON,HYPER_BEAM,HYPER_BEAM
ESPEON,HYPER_VOICE,HYPER_VOICE
ESPEON,PSYBEAM,PSYBEAM
ESPEON,PSYCHIC_M,PSYCHIC_M
ESPEON,RAIN_DANCE,RAIN_DANCE
ESPEON,RETURN,RETURN
ESPEON,SHADOW_BALL,SHADOW_BALL
ESPEON,SLEEP_TALK,SLEEP_TALK
ESPEON,SUBSTITUTE,SUBSTITUTE
ESPEON,SUNNY_DAY,SUNNY_DAY
ESPEON,SWIFT,SWIFT
ESPEON,TOXIC,TOXIC
ESPEON,ZEN_HEADBUTT,ZEN_HEADBUTT
ESPURR,CALM_MIND,CALM_MIND
ESPURR,CUT,CUT
ESPURR,DARK_PULSE,DARK_PULSE
ESPURR,ENERGY_BALL,ENERGY_BALL
ESPURR,FLASH,FLASH
ESPURR,HIDDEN_POWER,HIDDEN_POWER
ESPURR,PLAY_ROUGH,PLAY_ROUGH
ESPURR,PSYBEAM,PSYBEAM
ESPURR,PSYCHIC_M,PSYCHIC_M
ESPURR,RAIN_DANCE,RAIN_DANCE
ESPURR,RETURN,RETURN
ESPURR,SLEEP_TALK,SLEEP_TALK
ESPURR,SUBSTITUTE,SUBSTITUTE
ESPURR,SUNNY_DAY,SUNNY_DAY
ESPURR,SWIFT,SWIFT
ESPURR,THUNDERBOLT,THUNDERBOLT
ESPURR,TOXIC,TOXIC
ESPURR,ZEN_HEADBUTT,ZEN_HEADBUTT
EXCADRILL,CUT,CUT
EXCADRILL,DIG,DIG
EXCADRILL,EARTHQUAKE,EARTHQUAKE
EXCADRILL,GIGA_IMPACT,GIGA_IMPACT
EXCADRILL,HIDDEN_POWER,HIDDEN_POWER
EXCADRILL,HYPER_BEAM,HYPER_BEAM
EXCADRILL,IRON_HEAD,IRON_HEAD
EXCADRILL,POISON_JAB,POISON_JAB
EXCADRILL,RETURN,RETURN
EXCADRILL,ROCK_SLIDE,ROCK_SLIDE
EXCADRILL,SANDSTORM,SANDSTORM
EXCADRILL,SLEEP_TALK,SLEEP_TALK
EXCADRILL,STRENGTH,STRENGTH
EXCADRILL,SUBSTITUTE,SUBSTITUTE
EXCADRILL,TOXIC,TOXIC
EXEGGCUTE,DOUBLE_EDGE,DOUBLE_EDGE
EXEGGCUTE,ENERGY_BALL,ENERGY_BALL
EXEGGCUTE,FLASH,FLASH
EXEGGCUTE,GIGA_DRAIN,GIGA_DRAIN
EXEGGCUTE,HEADBUTT,HEADBUTT
EXEGGCUTE,HIDDEN_POWER,HIDDEN_POWER
EXEGGCUTE,HYPER_VOICE,HYPER_VOICE
EXEGGCUTE,PSYBEAM,PSYBEAM
EXEGGCUTE,PSYCHIC_M,PSYCHIC_M
EXEGGCUTE,RETURN,RETURN
EXEGGCUTE,SLEEP_TALK,SLEEP_TALK
EXEGGCUTE,SOLARBEAM,SOLARBEAM
EXEGGCUTE,STRENGTH,STRENGTH
EXEGGCUTE,SUBSTITUTE,SUBSTITUTE
EXEGGCUTE,SUNNY_DAY,SUNNY_DAY
EXEGGCUTE,TOXIC,TOXIC
EXEGGUTOR,GIGA_DRAIN,GIGA_DRAIN
EXEGGUTOR,HIDDEN_POWER,HIDDEN_POWER
EXEGGUTOR,HYPER_VOICE,HYPER_VOICE
EXEGGUTOR,PSYBEAM,PSYBEAM
EXEGGUTOR,PSYCHIC_M,PSYCHIC_M
EXEGGUTOR,SOLARBEAM,SOLARBEAM
FARFETCHD,BODY_SLAM,BODY_SLAM
FARFETCHD,CUT,CUT
FARFETCHD,DOUBLE_EDGE,DOUBLE_EDGE
FARFETCHD,FLY,FLY
FARFETCHD,HEADBUTT,HEADBUTT
FARFETCHD,HIDDEN_POWER,HIDDEN_POWER
FARFETCHD,NIGHT_SLASH,NIGHT_SLASH
FARFETCHD,POISON_JAB,POISON_JAB
FARFETCHD,RETURN,RETURN
FARFETCHD,SLEEP_TALK,SLEEP_TALK
FARFETCHD,SUBSTITUTE,SUBSTITUTE
FARFETCHD,SUNNY_DAY,SUNNY_DAY
FARFETCHD,SWIFT,SWIFT
FARFETCHD,TOXIC,TOXIC
FINNEON,BLIZZARD,BLIZZARD
FINNEON,FLASH,FLASH
FINNEON,HAIL,HAIL
FINNEON,HIDDEN_POWER,HIDDEN_POWER
FINNEON,ICE_BEAM,ICE_BEAM
FINNEON,RAIN_DANCE,RAIN_DANCE
FINNEON,RETURN,RETURN
FINNEON,SIGNAL_BEAM,SIGNAL_BEAM
FINNEON,SLEEP_TALK,SLEEP_TALK
FINNEON,SUBSTITUTE,SUBSTITUTE
FINNEON,SURF,SURF
FINNEON,THUNDERPUNCH,THUNDERPUNCH
FINNEON,TOXIC,TOXIC
FINNEON,WATER_PULSE,WATER_PULSE
FINNEON,WATERFALL,WATERFALL
FINNEON,WHIRLPOOL,WHIRLPOOL
FLAPPLE,ENERGY_BALL,ENERGY_BALL
FLAPPLE,FLY,FLY
FLAPPLE,GIGA_DRAIN,GIGA_DRAIN
FLAPPLE,GIGA_IMPACT,GIGA_IMPACT
FLAPPLE,HYPER_BEAM,HYPER_BEAM
FLAPPLE,SLEEP_TALK,SLEEP_TALK
FLAPPLE,SUBSTITUTE,SUBSTITUTE
FLAPPLE,SUNNY_DAY,SUNNY_DAY
FLAREON,BITE,BITE
FLAREON,BODY_SLAM,BODY_SLAM
FLAREON,DIG,DIG
FLAREON,DOUBLE_EDGE,DOUBLE_EDGE
FLAREON,FIRE_BLAST,FIRE_BLAST
FLAREON,FLAMETHROWER,FLAMETHROWER
FLAREON,GIGA_IMPACT,GIGA_IMPACT
FLAREON,HEADBUTT,HEADBUTT
FLAREON,HIDDEN_POWER,HIDDEN_POWER
FLAREON,HYPER_BEAM,HYPER_BEAM
FLAREON,HYPER_VOICE,HYPER_VOICE
FLAREON,RAIN_DANCE,RAIN_DANCE
FLAREON,RETURN,RETURN
FLAREON,SHADOW_BALL,SHADOW_BALL
FLAREON,SLEEP_TALK,SLEEP_TALK
FLAREON,STRENGTH,STRENGTH
FLAREON,SUBSTITUTE,SUBSTITUTE
FLAREON,SUNNY_DAY,SUNNY_DAY
FLAREON,SWIFT,SWIFT
FLAREON,TOXIC,TOXIC
FLOATZEL,BLIZZARD,BLIZZARD
FLOATZEL,DIG,DIG
FLOATZEL,GIGA_IMPACT,GIGA_IMPACT
FLOATZEL,HAIL,HAIL
FLOATZEL,HIDDEN_POWER,HIDDEN_POWER
FLOATZEL,HYDRO_PUMP,HYDRO_PUMP
FLOATZEL,HYPER_BEAM,HYPER_BEAM
FLOATZEL,ICE_BEAM,ICE_BEAM
FLOATZEL,RAIN_DANCE,RAIN_DANCE
FLOATZEL,RETURN,RETURN
FLOATZEL,SLEEP_TALK,SLEEP_TALK
FLOATZEL,STRENGTH,STRENGTH
FLOATZEL,SUBSTITUTE,SUBSTITUTE
FLOATZEL,SURF,SURF
FLOATZEL,SWIFT,SWIFT
FLOATZEL,TOXIC,TOXIC
FLOATZEL,WATER_PULSE,WATER_PULSE
FLOATZEL,WATERFALL,WATERFALL
FLOATZEL,WHIRLPOOL,WHIRLPOOL
FOMANTIS,ENERGY_BALL,ENERGY_BALL
FOMANTIS,GIGA_DRAIN,GIGA_DRAIN
FOMANTIS,HIDDEN_POWER,HIDDEN_POWER
FOMANTIS,POISON_JAB,POISON_JAB
FOMANTIS,RETURN,RETURN
FOMANTIS,SLEEP_TALK,SLEEP_TALK
FOMANTIS,SOLARBEAM,SOLARBEAM
FOMANTIS,SUBSTITUTE,SUBSTITUTE
FOMANTIS,SUNNY_DAY,SUNNY_DAY
FOMANTIS,TOXIC,TOXIC
FROSMOTH,BLIZZARD,BLIZZARD
FROSMOTH,CALM_MIND,CALM_MIND
FROSMOTH,GIGA_DRAIN,GIGA_DRAIN
FROSMOTH,GIGA_IMPACT,GIGA_IMPACT
FROSMOTH,HAIL,HAIL
FROSMOTH,HYPER_BEAM,HYPER_BEAM
FROSMOTH,ICE_BEAM,ICE_BEAM
FROSMOTH,PLAY_ROUGH,PLAY_ROUGH
FROSMOTH,SLEEP_TALK,SLEEP_TALK
FROSMOTH,SUBSTITUTE,SUBSTITUTE
FURIOUSB,FLAMETHROWER,FLAMETHROWER
FURIOUSB,ICE_BEAM,ICE_BEAM
FURIOUSB,THUNDERBOLT,THUNDERBOLT
FURIOUSB,GIGA_IMPACT,GIGA_IMPACT
FURIOUSB,SOLARBEAM,SOLARBEAM
GALLADE,BODY_SLAM,BODY_SLAM
GALLADE,CALM_MIND,CALM_MIND
GALLADE,CUT,CUT
GALLADE,EARTHQUAKE,EARTHQUAKE
GALLADE,ENERGY_BALL,ENERGY_BALL
GALLADE,FIRE_PUNCH,FIRE_PUNCH
GALLADE,FLASH,FLASH
GALLADE,GIGA_IMPACT,GIGA_IMPACT
GALLADE,HIDDEN_POWER,HIDDEN_POWER
GALLADE,HYPER_BEAM,HYPER_BEAM
GALLADE,HYPER_VOICE,HYPER_VOICE
GALLADE,ICE_PUNCH,ICE_PUNCH
GALLADE,NIGHT_SLASH,NIGHT_SLASH
GALLADE,POISON_JAB,POISON_JAB
GALLADE,PSYBEAM,PSYBEAM
GALLADE,PSYCHIC_M,PSYCHIC_M
GALLADE,RAIN_DANCE,RAIN_DANCE
GALLADE,RETURN,RETURN
GALLADE,ROCK_SLIDE,ROCK_SLIDE
GALLADE,SHADOW_BALL,SHADOW_BALL
GALLADE,SHOCK_WAVE,SHOCK_WAVE
GALLADE,SLEEP_TALK,SLEEP_TALK
GALLADE,STRENGTH,STRENGTH
GALLADE,SUBMISSION,SUBMISSION
GALLADE,SUBSTITUTE,SUBSTITUTE
GALLADE,SUNNY_DAY,SUNNY_DAY
GALLADE,SWIFT,SWIFT
GALLADE,THUNDERBOLT,THUNDERBOLT
GALLADE,TOXIC,TOXIC
GALLADE,ZEN_HEADBUTT,ZEN_HEADBUTT
GARBODOR,BODY_SLAM,BODY_SLAM
GARBODOR,DARK_PULSE,DARK_PULSE
GARBODOR,GIGA_DRAIN,GIGA_DRAIN
GARBODOR,GIGA_IMPACT,GIGA_IMPACT
GARBODOR,HIDDEN_POWER,HIDDEN_POWER
GARBODOR,HYPER_BEAM,HYPER_BEAM
GARBODOR,PSYCHIC_M,PSYCHIC_M
GARBODOR,RAIN_DANCE,RAIN_DANCE
GARBODOR,RETURN,RETURN
GARBODOR,SLEEP_TALK,SLEEP_TALK
GARBODOR,SUBSTITUTE,SUBSTITUTE
GARBODOR,SUNNY_DAY,SUNNY_DAY
GARBODOR,THUNDERBOLT,THUNDERBOLT
GARBODOR,TOXIC,TOXIC
GARDEVOIR,BODY_SLAM,BODY_SLAM
GARDEVOIR,CALM_MIND,CALM_MIND
GARDEVOIR,DAZZLE_BEAM,DAZZLE_BEAM
GARDEVOIR,ENERGY_BALL,ENERGY_BALL
GARDEVOIR,FIRE_PUNCH,FIRE_PUNCH
GARDEVOIR,FLASH,FLASH
GARDEVOIR,GIGA_IMPACT,GIGA_IMPACT
GARDEVOIR,HIDDEN_POWER,HIDDEN_POWER
GARDEVOIR,HYPER_BEAM,HYPER_BEAM
GARDEVOIR,HYPER_VOICE,HYPER_VOICE
GARDEVOIR,ICE_PUNCH,ICE_PUNCH
GARDEVOIR,MOONBLAST,MOONBLAST
GARDEVOIR,PSYBEAM,PSYBEAM
GARDEVOIR,PSYCHIC_M,PSYCHIC_M
GARDEVOIR,RAIN_DANCE,RAIN_DANCE
GARDEVOIR,RETURN,RETURN
GARDEVOIR,SHADOW_BALL,SHADOW_BALL
GARDEVOIR,SHOCK_WAVE,SHOCK_WAVE
GARDEVOIR,SLEEP_TALK,SLEEP_TALK
GARDEVOIR,SUBSTITUTE,SUBSTITUTE
GARDEVOIR,SUNNY_DAY,SUNNY_DAY
GARDEVOIR,SWIFT,SWIFT
GARDEVOIR,THUNDERBOLT,THUNDERBOLT
GARDEVOIR,TOXIC,TOXIC
GARDEVOIR,ZEN_HEADBUTT,ZEN_HEADBUTT
GASTLY,DARK_PULSE,DARK_PULSE
GASTLY,ENERGY_BALL,ENERGY_BALL
GASTLY,FIRE_PUNCH,FIRE_PUNCH
GASTLY,GIGA_DRAIN,GIGA_DRAIN
GASTLY,HEADBUTT,HEADBUTT
GASTLY,HIDDEN_POWER,HIDDEN_POWER
GASTLY,ICE_PUNCH,ICE_PUNCH
GASTLY,OMINOUS_WIND,OMINOUS_WIND
GASTLY,POISON_JAB,POISON_JAB
GASTLY,PSYCHIC_M,PSYCHIC_M
GASTLY,RAIN_DANCE,RAIN_DANCE
GASTLY,RETURN,RETURN
GASTLY,SHADOW_BALL,SHADOW_BALL
GASTLY,SLEEP_TALK,SLEEP_TALK
GASTLY,SUBSTITUTE,SUBSTITUTE
GASTLY,SUNNY_DAY,SUNNY_DAY
GASTLY,THUNDER,THUNDER
GASTLY,THUNDERBOLT,THUNDERBOLT
GASTLY,TOXIC,TOXIC
GASTLY,SINGE,SINGE
GASTRODON,BLIZZARD,BLIZZARD
GASTRODON,BODY_SLAM,BODY_SLAM
GASTRODON,DIG,DIG
GASTRODON,EARTHQUAKE,EARTHQUAKE
GASTRODON,FLASH,FLASH
GASTRODON,GIGA_IMPACT,GIGA_IMPACT
